POI_id,latitude,longitude,category,visits,sid_1,sid_2,sid_3,semantic_id
4c16fdda96040f477cc473a5,35.71454217399564,139.4800649934587,320,51,51,46,61,<a_51><b_46><c_61>
4b3eae5cf964a520b4a025e3,35.70025262768564,139.48025465011597,78,578,43,25,19,<a_43><b_25><c_19>
4cca7bd67965b60c80f0858a,35.755759221282624,139.73357319831848,138,97,44,11,53,<a_44><b_11><c_53>
4b5c7671f964a520083129e3,35.69312097740709,139.699447453022,236,18,31,16,51,<a_31><b_16><c_51>
4b5ed39cf964a520079a29e3,35.54896343042385,139.7846114074895,267,283,61,1,14,<a_61><b_1><c_14>
4e014c11c65b896d116d480c,35.57502803394284,139.75878649867224,299,32,61,62,53,<a_61><b_62><c_53>
4e538e91483b944199dede7a,35.75075115767742,139.58205904281434,320,9,16,2,46,<a_16><b_2><c_46>
4d69a46cde28224b27ff45be,35.609929431854006,139.82565879821777,248,51,53,54,38,<a_53><b_54><c_38>
4b53b05ef964a520e8a727e3,35.74953810235406,139.5865398645401,78,130,44,30,61,<a_44><b_30><c_61>
4b6e3e46f964a520e2b32ce3,35.729025427145416,139.71109628677368,78,640,35,50,45,<a_35><b_50><c_45>
4b4162b1f964a52016c625e3,35.64592362299403,139.8269248008728,78,562,49,54,42,<a_49><b_54><c_42>
4b678b3bf964a52090542be3,35.730227334361864,139.71116065979004,78,320,31,53,3,<a_31><b_53><c_3>
4e64a4e1a80951b3196ef97f,35.683897243926694,139.5684188604355,299,49,31,39,19,<a_31><b_39><c_19>
4c39423c1e06d13a1e6a793e,35.67256544941178,139.48466420173645,289,42,44,18,43,<a_44><b_18><c_43>
4b0587a6f964a5203e9e22e3,35.68137872227962,139.76608157157898,78,2963,43,12,4,<a_43><b_12><c_4>
4b4f2be8f964a52025fc26e3,35.73792607790286,139.76102828979492,78,465,61,51,36,<a_61><b_51><c_36>
4c21de7c9a67a593f285db87,35.57877735,139.7340694,320,61,31,46,18,<a_31><b_46><c_18>
4b56cff7f964a520df1b28e3,35.74660804374419,139.74690914154053,78,38,44,53,7,<a_44><b_53><c_7>
4b5dec1df964a520ed7329e3,35.60910078604585,139.51630353927612,78,83,61,16,8,<a_61><b_16><c_8>
4b5da9e0f964a520bb6529e3,35.74880450939185,139.7195988893509,297,81,44,30,48,<a_44><b_30><c_48>
4b8c5418f964a520e3ca32e3,35.68220661878952,139.79876697063446,297,26,51,51,61,<a_51><b_51><c_61>
